Id	Name	NotIdentifiedName 	Notes
765	Essence of Personality recipe	Potion Recipe	"A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)"
766	Essence of Accuracy recipe	Potion Recipe	"A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)"
767	Essence of Endurance recipe	Potion Recipe	"A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)"
768	Essence of Speed recipe	Potion Recipe	"A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)"
769	Protection from Magic recipe	Potion Recipe	"A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)"
770	Letter for YOU.	Letter	"Letter. Your name written on the front side. (To read it, pick the scroll up and right-click over a character's portrait.)"
771	Letter for YOU.	Letter	"Letter. Your name written on the front side. (To read it, pick the scroll up and right-click over a character's portrait.)"
772	Letter for YOU.	Letter	"Letter. Your name written on the front side. (To read it, pick the scroll up and right-click over a character's portrait.)"
773	message scroll 773	0	0
774	Scavenger hunt.	Advertisment	"A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)"
775	message scroll 775	0	0
776	message scroll 776	0	0
777	message scroll 777	0	0
778	message scroll 778	0	0
779	message scroll 779	0	0
780	message scroll 780	0	0
781	message scroll 781	0	0
782	message scroll 782	0	0
783	message scroll 783	0	0
784	message scroll 784	0	0
785	message scroll 785	0	0
786	message scroll 786	0	0
787	message scroll 787	0	0
788	message scroll 788	0	0
789	message scroll 789	0	0
790	message scroll 790	0	0
791	message scroll 791	0	0
792	message scroll 792	0	0
793	message scroll 793	0	0
794	message scroll 794	0	0
795	message scroll 795	0	0
796	message scroll 796	0	0
797	message scroll 797	0	0
798	message scroll 798	0	
799	message scroll 799	0	
800	Wheel of Frelandeau	Wheel of Frelandeau	"A wheel of prized unicorn's-milk frelandeau cheese. Sliced onto crackers, it is the perfect compliment to a snifter of fine tobersk brandy."
801	Log of Eldenbrie	Log of Eldenbrie	"A log of Vori eldenbrie cheese. Though many have tried to duplicate its subtle, smoky flavor, only the master Frost Giant cheese masters of the frozen Vori wastes know the secrets of its formulation."
802	Ball of Dunduck	Ball of Dunduck	"A ball of dunduck cheese. Made in small batches by the goblins of Erathia, most consider it an acquired taste."
803	Crude Longsword	Longsword	"Though notched and dented, this longsword is still an effective weapon."
804	Elven Saber	Saber	"A common elven weapon, this saber is a deadly, if unremarkable, weapon."
805	Keen Longsword	Longsword	"Although this longsword appears quite old, the edge of the blade is unusually sharp.  It was quite probably enchanted to remain that way during its creation."
806	Graceful Sword	Longsword	"An high quality longsword, monogrammed initials near the base of the pommel indicate it was forged by master weaponsmith Mekorig the Blind circa 780-800."
807	Duelist Blade	Longsword	"These rare blades were forged sometime before the Silence, and have been used by noble duelists who want to die in style for centuries.  No two are quite alike, but all share bloody histories."
808	Two-Handed Sword	Two-Handed Sword	This simple two-handed sword with a leather grip is a common design in Erathia.
809	Great Sword	Two-Handed Sword	"An effective, deadly design employed by less well disciplined armies throughout time.  The smith of this particular two-handed sword thoughtfully added a blood groove down the center of the blade."
810	Heroic Sword	Two-Handed Sword	"It is thought by some master swordsmen that a wavy blade is a bit stronger than a straight one, and does more damage when it strikes an opponent.  That may or may not be true, but one thing is certain--this particular sword's craftsmanship is amongst the finest you've ever seen."
811	Broadsword	Broadsword	A polished broadsword commonly used by all forces in Erathia.
812	Steel Broadsword	Broadsword	A fine Erathian steel broadsword of excellent quality and edge.
813	Champion Sword	Broadsword	"More a falchion than a broadsword, this magnificent weapon retains a keen edge in spite of its age."
814	Cutlass	Cutlass	The swept-back style of the cutlass helps opponents underestimate the weapon's true reach.  Many unexperienced swordsmen have lost their lives to this deceptive design.
815	Goblin Cutlass	Cutlass	"A strange mix of brass and some other, reddish metal provide this weapon with its strange color and unusual strength.  Goblin craftsman are typically unconcerned with appearance, but when it comes to killing, they can be counted on to get it right.  "
816	Regnan Cutlass	Cutlass	"Cleverly concealed initials near the pommel of this cutlass prove this beautiful weapon to be the work of Alec Teling, master smith to Hareck IX, Lord of Regna, and emperor of the Endless Ocean."
817	Dagger	Dagger	A crude dagger found in the hands of thieves and ruffians everywhere.
818	Dwarven Dagger	Dagger	"More like a short sword to a dwarf, this dagger is an excellent example of superior dwarven engineering and inferior artistic creativity."
819	Sharktooth Dagger	Dagger	The 'blade' of this dagger is really a sharks' tooth taken from the waters of the Quiet Ocean and mounted on a fancy handle.  It is very sharp and light.
820	Assassin's Dagger	Dagger	The crosspiece of this dagger folds in to make concealment easier.  A spring in the pommel snaps the crosspiece out very quietly when the dagger is drawn from its sheath.
821	Mage Dagger	Dagger	"A weapon from the Time of Wonders, it is no longer possible to achieve a sharper or stronger edge."
822	Long Dagger	Long Dagger	The long dagger combines the extra reach of the sword with the stealth of the dagger.
823	Erathian Long Dagger	Long Dagger	"Really more of a short sword than a dagger, the narrow blade belies an unusual strength and a possibly enchanted edge."
824	Exquisite Long Dagger	Long Dagger	"The spare, yet appealing design of this long dagger is typical of pre-Silence artifacts.  This particular style was very popular at the time, but since more than a thousand years have passed, few remain.  Like everything from the time of the Silence, it looks as new as the day it was made."
825	Crude Axe	Axe	This primitive axe is more like a simple tool than a weapon.
826	Battle Axe	Axe	The flared edge of the blade is a common style used by low budget human armies and bandits.
827	Dwarven Axe	Axe	"Typical Dwarven manufacture:  Strong, practical, and plain."
828	Steel Axe	Axe	"One of several crates full of such axes stolen from the Dwarves by the Warlocks of Nighon.  Each of these weapons has been tempered and enchanted by the Stone City foundry, and stamped with their mark."
829	Minotaur Axe	Axe	"Double bladed axes like these are powerfully enchanted by Minotaur sorcerers in a secret process known only to them.  These axes are light where they should be heavy, and slice through metal armor as easily as they slice through cloth."
830	Poleaxe	Two-Handed Axe	This style of long hafted axe has better reach and more power than the normal one-handed axe.
831	Warrior's Poleaxe	Two-Handed Axe	"This poleaxe has a sharper blade equipped with all the latest in military technology:  Blood grooves, whistle-holes, and a counterbalanced, smaller blade behind the haft for tricky, disembowling, backstrokes."
832	Headsman's Poleaxe	Two-Handed Axe	"So named for the execution device favored by headsmen, the Headsman's Poleaxe sports a longer blade to reduce messy and embarassing execution mistakes.  "
833	Crude Spear	Spear	"Though constructed with a head of sharpened rock lashed to a rough stick, this spear can cause serious damage. (+1D9 if used two-handed)."
834	Soldier's spear	Spear	Spears like this are found in all armies where their versatility as both pole and melee weapons are demonstrated regulary.
835	Elven Spear	Spear	"Elven weapons are almost always as graceful as they are practical.  The spear's style and elegance have not come at the expense of practical qualities such as the sturdy attachement of head to haft, nor the choices of metal and haft grip."
836	Cruel Spear	Spear	The triangular shape of the spear head leads to especially painful wounds that do not heal easily or well.  Runic enchantments inscribed along the haft suggest enchantments that enhance the cruel effect of the triangular head.
837	Sublime Spear	Spear	A smithy symbol and date stamp indicate this spear was made in the magical forges of Governor Padish 12 years before the Silence.
838	Old Halberd	Halberd	"Like all Halberds, this weapon is basically an axe with a very long haft.  It's a versatile weapon--doubling as a spear when fighting room is tight, or a staff when personal defense is needed.  This one is of ordinary worksmanship and materials."
839	Weighted Halberd	Halberd	"The haft of this halberd has been cored, and filled with a lead rod.  When the weapon is swung, the lead rod slides to the blade end of the halberd with a loud crack, adding force and weight to the blow."
840	Mighty Halberd	Halberd	"A small stamp on the blade of this weapon indicates it was constructed in the famous Mekorig Foundry by the master himself, Mekorig the Blind.  You would be hard pressed to find a finer Halberd anywhere in the world "
841	Crude Trident	Trident	"A variant of the farmer's pitchfork, the trident had been used by spear fishermen since time began.  Now it is the traditional weapon of sea-going warriors throughout the world."
